terms,polarity
we,O
had,O
found,O
quite,O
the,O
gem,O
BUT,O
",",O
we,O
were,O
certainly,O
wrong,O
.,O
,
The,O
waitress,T-NEG
moved,O
our,O
table,O
practically,O
into,O
the,O
bathroom,O
and,O
when,O
we,O
asked,O
to,O
cancel,O
our,O
dinner,O
orders,O
because,O
we,O
did,O
not,O
want,O
to,O
eat,O
sitting,O
on,O
the,O
toilet,O
",",O
we,O
were,O
told,O
no,O
.,O
,
Then,O
",",O
to,O
top,O
things,O
off,O
",",O
she,O
dropped,O
used,O
silverware,O
on,O
my,O
boyfriend,O
's,O
jacket,O
and,O
did,O
not,O
stop,O
to,O
apologize,O
or,O
clean,O
the,O
mess,O
that,O
was,O
left,O
on,O
clothes,O
.,O
,
Such,O
a,O
disappointment,O
.,O
,
Rude,O
service,T-NEG
",",O
medicore,O
food,T-NEU
are,O
tons,O
of,O
restaurants,O
in,O
NYstay,O
away,O
from,O
this,O
one,O
.,O
,
I,O
had,O
a,O
grat,O
time,O
at,O
Jekyll,T-POS
and,T-POS
Hyde,T-POS
!,O
,
I,O
loved,O
everythig,O
about,O
it-especially,O
the,O
shows,T-POS
and,O
actors,T-POS
.,O
,
Our,O
server,T-POS
was,O
very,O
helpful,O
and,O
friendly,O
.,O
,
I,O
am,O
bringing,O
my,O
whole,O
family,O
back,O
next,O
time,O
.,O
,
The,O
food,T-POS
was,O
good,O
too,O
.,O
,
The,O
tuna,T-POS
and,O
wasabe,T-POS
potatoes,T-POS
are,O
excellent,O
.,O
,
The,O
outdoor,T-POS
atmosphere,T-POS
of,O
sitting,O
on,O
the,O
sidewalk,O
watching,O
the,O
world,O
go,O
by,O
50,O
feet,O
away,O
on,O
6th,O
avenue,O
on,O
a,O
cool,O
evening,O
was,O
wonderful,O
.,O
,
Inside,O
is,O
a,O
little,O
cramped,O
",",O
but,O
to,O
be,O
expected,O
.,O
,
Service,T-POS
was,O
prompt,O
and,O
courteous,O
.,O
,
This,O
was,O
a,O
repeat,O
visit,O
and,O
we,O
'll,O
definitely,O
be,O
back,O
again,O
.,O
,
Compared,O
to,O
other,O
shabu,O
restaurants,O
around,O
town,O
",",O
this,O
places,O
wins,O
hands-down,O
.,O
,
But,O
too,O
far,O
east,O
!,O
,
The,O
pizza,T-POS
is,O
delicious,O
",",O
they,O
use,O
fresh,T-POS
mozzarella,T-POS
instead,O
of,O
the,O
cheap,O
",",O
frozen,O
",",O
shredded,O
cheese,O
common,O
to,O
most,O
pizza,T-POS
's,O
.,O
,
Two,O
complaints,O
their,O
appetizer,T-NEG
selection,T-NEG
stinks,O
",",O
it,O
would,O
be,O
nice,O
to,O
get,O
some,O
mozzarella,O
sticks,O
on,O
the,O
menu,O
.,O
,
Also,O
",",O
because,O
it,O
is,O
so,O
thin,O
",",O
it,O
gets,O
cold,O
very,O
quickly,O
and,O
its,O
not,O
that,O
filling,O
.,O
,
So,O
eat,O
fast,O
and,O
order,O
a,O
lot,O
.,O
,
Wait,T-NEG
staff,T-NEG
is,O
blantently,O
unappreciative,O
of,O
your,O
business,O
but,O
its,O
the,O
best,O
pie,T-POS
on,O
the,O
UWS,O
!,O
,
By,O
far,O
the,O
best,O
salad,T-POS
I,O
have,O
had,O
in,O
a,O
fast,O
food,O
restaurant,O
.,O
,
fine,O
dining,T-POS
restaurant,O
quality,O
.,O
,
A,O
must,O
try,O
!,O
,
On,O
a,O
recent,O
Sunday,O
afternoon,O
",",O
a,O
friend,O
and,O
I,O
accidently,O
found,O
this,O
great,O
restaurant,T-POS
on,O
our,O
way,O
to,O
see,O
the,O
pulitzer,O
prize,O
winning,O
play,O
DOUBT,O
.,O
,
This,O
was,O
the,O
perfect,O
quiet,O
",",O
relaxing,O
",",O
and,O
delicious,O
accompaniment,O
to,O
our,O
afternoon,O
of,O
theater,O
.,O
,
The,O
chicken,T-POS
pot,T-POS
pie,T-POS
is,O
excpetiona,O
",",O
the,O
cheeseburger,T-POS
huge,O
and,O
delictable,O
",",O
and,O
the,O
service,T-POS
professional,O
wan,O
warm,O
.,O
,
With,O
so,O
many,O
poor,O
experiences,O
to,O
be,O
had,O
in,O
the,O
theater,O
district,O
",",O
is,O
truly,O
an,O
excellent,O
find,O
!,O
,
We,O
will,O
return,O
many,O
times,O
for,O
this,O
oasis,O
in,O
mid-town,O
.,O
,
I,O
grew,O
up,O
on,O
these,O
bagels,O
.,O
,
The,O
staff,T-POS
is,O
no,O
nonsense,O
.,O
,
The,O
food,T-POS
options,O
rule,O
.,O
,
When,O
I,O
lived,O
upstate,O
for,O
a,O
while,O
I,O
would,O
buy,O
freeze,O
the,O
bagels,T-POS
and,O
they,O
would,O
still,O
be,O
better,O
than,O
any,O
else,O
.,O
,
Worth,O
visiting,O
the,O
1st,T-POS
Ave,T-POS
spot,T-POS
because,O
it,O
is,O
the,O
original,O
store,O
.,O
,
I,O
stumbled,O
upon,O
this,O
second,O
floor,O
walk-up,O
two,O
Fridays,O
ago,O
when,O
I,O
was,O
with,O
two,O
friends,O
in,O
town,O
from,O
LA,O
.,O
,
Being,O
serious,O
sushi,O
lovers,O
",",O
we,O
sat,O
at,O
the,O
sushi,O
bar,O
to,O
be,O
closer,O
to,O
the,O
action,O
.,O
,
I,O
asked,O
the,O
chef,O
what,O
he,O
recommends,O
and,O
he,O
asked,O
me,O
if,O
I,O
like,O
Uni,O
.,O
,
For,O
those,O
of,O
you,O
who,O
do,O
n't,O
know,O
",",O
Uni,O
is,O
Sea,O
Urchin,O
in,O
Japanese,O
",",O
which,O
happens,O
to,O
be,O
my,O
favorite,O
.,O
,
He,O
served,O
me,O
an,O
Uni,T-POS
Hand,T-POS
roll,T-POS
",",O
which,O
I,O
never,O
had,O
before,O
",",O
and,O
let,O
me,O
tell,O
youIT,O
WAS,O
HEAVEN,O
!,O
.,O
,
Aside,O
from,O
the,O
Sea,O
Urchin,O
",",O
the,O
chef,O
recommended,O
an,O
assortment,O
of,O
fish,O
including,O
Fatty,O
Yellow,O
Tail,O
",",O
Boton,O
Shrimp,O
",",O
Blue,O
Fin,O
Torro,O
Fatty,O
Tuna,O
",",O
Sea,O
Eel,O
",",O
etc,O
.,O
,
The,O
sake,T-POS
menu,T-POS
should,O
not,O
be,O
overlooked,O
!,O
,
All,O
in,O
all,O
",",O
this,O
midtown,O
gem,O
instantly,O
became,O
one,O
of,O
my,O
favorite,O
sushi,O
restaurants,O
in,O
the,O
city,O
.,O
,
Try,O
the,O
lobster,T-POS
teriyaki,T-POS
and,O
the,O
rose,T-POS
special,T-POS
roll,T-POS
.,O
,
We,O
visited,O
Orsay,O
during,O
NY,O
Restaurant,O
Week,O
and,O
tried,O
their,O
$,O
35,O
menu,O
.,O
,
Service,T-POS
was,O
very,O
good,O
",",O
prompt,O
",",O
attentive,O
and,O
non-intrusive,O
.,O
,
Food,T-POS
was,O
very,O
good,O
as,O
well,O
",",O
considering,O
that,O
we,O
tried,O
the,O
budget,O
selection,O
though,O
I,O
wish,O
the,O
pork,T-NEG
belly,T-NEG
that,O
I,O
ordered,O
was,O
roasted,O
a,O
bit,O
longer,O
",",O
so,O
that,O
fat,O
was,O
more,O
of,O
a,O
melt-in-your-mouth,O
experience,O
.,O
,
Wine,T-POS
list,T-POS
selection,T-POS
is,O
good,O
and,O
wine-by-the-glass,T-POS
was,O
generously,O
filled,O
to,O
the,O
top,O
.,O
,
Traditional,T-POS
French,T-POS
decour,T-POS
was,O
pleasant,O
though,O
the,O
hall,T-NEG
was,O
rather,O
noisy,O
",",O
the,O
restaurant,O
was,O
full,O
and,O
we,O
had,O
to,O
raise,O
our,O
voices,O
to,O
be,O
able,O
to,O
maintain,O
a,O
conversation,O
.,O
,
I,O
've,O
been,O
to,O
at,O
Cafe,T-POS
Spice,T-POS
probably,O
5-8,O
times,O
",",O
it,O
is,O
probably,O
still,O
the,O
best,O
Indian,O
restaurant,O
around,O
Union,O
Square,O
.,O
,
To,O
sum,O
it,O
up,O
",",O
Service,T-NEU
varies,O
from,O
good,O
to,O
mediorce,O
",",O
depending,O
on,O
which,O
waiter,O
you,O
get,O
;,O
generally,O
it,O
is,O
just,O
average,O
Ok,O
.,O
,
Food,T-POS
is,O
usually,O
very,O
good,O
",",O
though,O
ocasionally,O
I,O
wondered,O
about,O
freshmess,O
of,O
raw,T-NEG
vegatables,T-NEG
in,T-NEG
side,T-NEG
orders,T-NEG
.,O
,
As,O
many,O
other,O
reviewers,O
noticed,O
",",O
your,O
order,O
is,O
often,O
slow,O
to,O
arrive,O
",",O
this,O
is,O
particularly,O
true,O
in,O
the,O
evening,O
but,O
is,O
not,O
a,O
problem,O
during,O
lunch,O
time,O
.,O
,
The,O
decor,T-POS
is,O
vibrant,O
and,O
eye-pleasing,O
with,O
several,O
semi-private,T-POS
boths,T-POS
on,O
the,O
right,O
side,O
of,O
the,O
dining,O
hall,O
",",O
which,O
are,O
great,O
for,O
a,O
date,O
.,O
,
I,O
have,O
NEVER,O
been,O
disappointed,O
in,O
the,O
Red,T-POS
Eye,T-POS
.,O
,
The,O
first,O
time,O
I,O
went,O
",",O
and,O
was,O
completely,O
taken,O
by,O
the,O
live,T-POS
jazz,T-POS
band,T-POS
and,O
atmosphere,T-POS
",",O
I,O
ordered,O
the,O
Lobster,O
Cobb,O
Salad,O
.,O
,
It,O
's,O
simply,O
the,O
best,O
meal,T-POS
in,O
NYC,O
.,O
,
You,O
can,O
not,O
go,O
wrong,O
at,O
the,O
Red,T-POS
Eye,T-POS
Grill,T-POS
.,O
,
If,O
we,O
were,O
to,O
move,O
from,O
the,O
upper,O
east,O
side,O
",",O
we,O
would,O
genuinely,O
miss,O
this,O
restaurant,T-POS
.,O
,
We,O
've,O
lived,O
in,O
the,O
area,O
for,O
more,O
than,O
8,O
years,O
.,O
,
The,O
restaurant,T-NEU
is,O
cute,O
but,O
not,O
upscale,O
.,O
,
The,O
food,T-POS
is,O
a,O
diamond,O
in,O
rough,O
-,O
the,O
food,T-POS
is,O
delicious,O
and,O
homemade,O
with,O
the,O
perfect,O
balance,T-POS
of,T-POS
herbs,T-POS
and,T-POS
tomatoes,T-POS
.,O
,
I,O
would,O
highly,O
recommend,O
it,O
.,O
,
We,O
had,O
a,O
great,O
time,O
at,O
the,O
Jekyll,T-POS
and,T-POS
hyde,T-POS
Pub,T-POS
last,O
night,O
.,O
,
We,O
were,O
walking,O
around,O
the,O
village,O
and,O
went,O
into,O
this,O
place,O
just,O
for,O
some,O
drinks,O
.,O
,
After,O
really,O
enjoying,O
ourselves,O
at,O
the,O
bar,T-POS
we,O
sat,O
down,O
at,O
a,O
table,O
and,O
had,O
dinner,O
.,O
,
The,O
server,T-POS
was,O
really,O
cool,O
and,O
served,O
us,O
our,O
food,O
and,O
drinks,O
with,O
a,O
smile,O
.,O
,
The,O
place,O
's,O
decor,T-POS
and,O
hidden,T-POS
bathrooms,T-POS
made,O
for,O
a,O
good,O
laugh,O
.,O
,
I,O
highly,O
recommend,O
visiting,O
this,O
restaurant,T-POS
and,O
having,O
dinner,O
and,O
drinks,O
!,O
,
If,O
you,O
are,O
the,O
type,O
of,O
person,O
who,O
likes,O
being,O
scared,O
and,O
entertained,O
",",O
this,O
is,O
a,O
great,O
place,T-POS
to,O
go,O
and,O
eat,O
.,O
,
My,O
husband,O
and,O
I,O
thougt,O
it,O
would,O
be,O
great,O
to,O
go,O
to,O
the,O
Jekyll,T-POS
and,T-POS
Hyde,T-POS
Pub,T-POS
for,O
our,O
anniversary,O
",",O
and,O
to,O
our,O
surprise,O
it,O
was,O
fantastic,O
.,O
,
The,O
have,O
over,O
100,O
different,O
beers,T-POS
to,O
offer,O
thier,O
guest,O
so,O
that,O
made,O
my,O
husband,O
very,O
happy,O
and,O
the,O
food,T-POS
was,O
delicious,O
",",O
if,O
I,O
must,O
recommend,O
a,O
dish,O
it,O
must,O
be,O
the,O
pumkin,T-POS
tortelini,T-POS
.,O
,
The,O
entertainment,O
was,O
great,O
they,O
have,O
shows,O
that,O
go,O
on,O
through,O
out,O
the,O
dinner,O
.,O
,
Please,O
take,O
my,O
advice,O
",",O
go,O
and,O
try,O
this,O
place,T-POS
.,O
,
Its,O
located,O
in,O
greenewich,O
village,O
.,O
,
You,O
will,O
not,O
be,O
disapointed,O
at,O
all,O
.,O
,
Our,O
first,O
time,O
in,O
New,O
York,O
and,O
we,O
had,O
to,O
try,O
a,O
New,O
York,O
Bagel,O
.,O
,
We,O
were,O
not,O
dissappointed,O
in,O
the,O
least,O
bit,O
by,O
this,O
little,O
gem,O
.,O
,
The,O
bagel,T-POS
was,O
huge,O
.,O
,
The,O
workers,O
there,O
also,O
absolutely,O
load,O
the,O
bagel,T-NEG
with,O
cream,O
cheese,O
gets,O
a,O
little,O
messy,O
.,O
,
I,O
loved,O
it,O
and,O
would,O
HIGHLY,O
RECOMMEND,O
.,O
,
This,O
was,O
my,O
frist,O
time,O
at,O
Cafe,O
St,O
Bart,O
's,O
and,O
I,O
must,O
say,O
how,O
delicous,O
the,O
food,T-POS
and,O
the,O
service,T-POS
was,O
.,O
,
When,O
I,O
called,O
this,O
morning,O
",",O
I,O
did,O
n't,O
think,O
I,O
would,O
be,O
able,O
to,O
get,O
in,O
at,O
12,O
",",O
but,O
I,O
was,O
able,O
to,O
get,O
in,O
",",O
along,O
with,O
four,O
other,O
guests,O
.,O
,
I,O
have,O
to,O
highly,O
recommend,O
the,O
lobster,T-POS
roll,T-POS
",",O
not,O
to,O
much,O
mayo,O
;,O
you,O
can,O
tell,O
it,O
was,O
a,O
fresh,O
lobster,T-POS
.,O
,
Other,O
guests,O
enjoyed,O
pizza,T-POS
",",O
santa,T-POS
fe,T-POS
chopped,T-POS
salad,T-POS
and,O
fish,T-POS
and,T-POS
chips,T-POS
.,O
,
I,O
highly,O
recommend,O
Cafe,O
St,O
Bart,O
's,O
for,O
their,O
food,T-POS
",",O
the,O
ambience,T-POS
and,O
wonderful,O
service,T-POS
.,O
,
All,O
the,O
staff,T-POS
is,O
absolutely,O
professional,O
!,O
!,O
,
I,O
sometimes,O
see,O
the,O
waiters,O
do,O
n't,O
have,O
enough,O
knowledge,O
of,O
their,O
dishes,O
.,O
,
But,O
they,O
do,O
.,O
,
that,O
is,O
A,O
MUST,O
",",O
but,O
not,O
every,O
restaurant,O
can,O
do,O
.,O
,
If,O
you,O
want,O
to,O
dine,O
with,O
large,O
party,O
",",O
I,O
recommend,O
to,O
make,O
reservation,O
BASEMENT,O
.,O
,
There,O
's,O
nice,O
and,O
quiet,O
",",O
small,O
but,O
enough,O
for,O
6,O
or,O
more,O
.,O
,
This,O
restaurant,T-NEG
was,O
way,O
overhyped,O
.,O
,
My,O
chow,T-NEG
fun,T-NEG
and,T-NEG
chow,T-NEG
see,T-NEG
was,O
really,O
bland,O
and,O
oily,O
.,O
,
Okay-i,O
do,O
n't,O
mind,O
the,O
oily,O
part,O
cause,O
most,O
are,O
cooked,O
that,O
way,O
but,O
it,O
was,O
way,O
too,O
bland,O
.,O
,
The,O
scallion,T-NEU
pancakes,T-NEU
and,O
fried,T-NEU
dumplings,T-NEU
were,O
nothing,O
out,O
of,O
the,O
ordinary,O
.,O
,
The,O
service,T-POS
was,O
the,O
only,O
thing,O
good,O
about,O
this,O
restaurant,T-NEG
.,O
,
It,O
's,O
boring,O
on,O
the,O
inside,O
",",O
and,O
our,O
sushi,T-NEG
was,O
pretty,O
below,O
average,O
the,O
tuna,T-NEG
was,O
soggy,O
and,O
the,O
other,O
rolls,T-NEG
had,O
no,O
flavor,O
.,O
,
I,O
definitely,O
would,O
n't,O
go,O
back,O
.,O
,
There,O
are,O
many,O
Thai,O
places,O
in,O
the,O
city,O
but,O
so,O
far,O
Toons,O
is,O
#,O
1,O
.,O
,
Their,O
pad,T-POS
penang,T-POS
is,O
delicious,O
and,O
everything,O
else,O
is,O
fantastic,O
.,O
,
The,O
price,O
is,O
reasonable,O
although,O
the,O
service,T-NEG
is,O
poor,O
.,O
,
fresh,T-POS
restaurant,T-POS
was,O
amazing,O
food,T-POS
was,O
delicious,O
and,O
of,O
course,O
fresh,O
.,O
,
great,O
for,O
a,O
romantic,O
evening,O
",",O
or,O
a,O
fun,O
evening,O
with,O
friends,O
.,O
,
I,O
will,O
be,O
going,O
back,O
very,O
soon,O
.,O
,
keep,O
up,O
the,O
good,O
work,O
.,O
,
Hats,O
off,O
to,O
the,O
chef,T-POS
.,O
,
I,O
am,O
not,O
the,O
most,O
experienced,O
person,O
when,O
it,O
comes,O
to,O
Thai,O
food,O
",",O
but,O
my,O
friend,O
who,O
took,O
me,O
there,O
is,O
.,O
,
He,O
has,O
visited,O
Thailand,O
and,O
is,O
quite,O
expert,O
on,O
the,O
cuisine,O
.,O
,
the,O
salads,T-POS
are,O
delicious,O
",",O
both,O
refreshing,O
and,O
very,O
spicy,O
.,O
,
We,O
had,O
Pam's,T-POS
special,T-POS
fried,T-POS
fish,T-POS
and,O
it,O
was,O
amazing,O
.,O
,
too,O
large,O
for,O
just,O
two,O
people,O
but,O
nothing,O
was,O
left,O
.,O
,
Unbelievable,O
.,O
,
Had,O
a,O
late,O
night,O
dinner,O
on,O
a,O
Saturday,O
night,O
.,O
,
My,O
husband,O
and,O
I,O
both,O
ordered,O
the,O
Steak,O
",",O
medium,O
.,O
,
My,O
husbands,O
was,O
perfect,O
",",O
my,O
was,O
well,O
done,O
and,O
dry,O
.,O
,
I,O
did,O
n't,O
complain,O
",",O
I,O
liked,O
the,O
atmosphere,T-POS
so,O
much,O
.,O
,
Will,O
give,O
it,O
another,O
chance,O
before,O
I,O
write,O
it,O
off,O
.,O
,
Visited,O
there,O
while,O
on,O
vacation,O
and,O
reading,O
the,O
reviews,O
.,O
,
On,O
a,O
hot,O
day,O
it,O
was,O
fabulous,O
to,O
stop,O
in,O
and,O
enjoy,O
lunch,O
.,O
,
Ambience,T-POS
is,O
so,O
cute,O
and,O
quaint,O
",",O
good,O
for,O
business,O
although,O
we,O
were,O
there,O
on,O
vacation,O
.,O
,
Although,O
we,O
were,O
looking,O
for,O
regular,O
lettuce,O
and,O
some,O
walnuts,O
the,O
salads,T-POS
we,O
got,O
were,O
great,O
.,O
,
Ingredients,T-POS
are,O
organic,O
which,O
is,O
a,O
real,O
plus,O
for,O
me,O
.,O
,
We,O
will,O
be,O
back,O
.,O
,
This,O
is,O
some,O
really,O
good,O
",",O
inexpensive,O
sushi,T-POS
.,O
,
It,O
costs,O
$,O
2,O
extra,O
to,O
turn,O
a,O
regular,O
roll,O
into,O
an,O
inside-out,O
roll,O
",",O
but,O
the,O
roll,O
more,O
than,O
triples,O
in,O
size,O
",",O
and,O
that,O
's,O
not,O
just,O
from,O
the,O
rice,O
.,O
,
The,O
spicy,T-POS
Tuna,T-POS
roll,T-POS
is,O
huge,O
and,O
probably,O
the,O
best,O
that,O
I,O
've,O
had,O
at,O
this,O
price,O
range,O
.,O
,
The,O
Yellowtail,T-POS
was,O
particularly,O
good,O
as,O
well,O
.,O
,
I,O
have,O
reservations,O
about,O
the,O
all,T-NEG
you,T-NEG
can,T-NEG
eat,T-NEG
deal,T-NEG
",",O
however,O
-,O
the,O
choices,O
are,O
fairly,O
limited,O
and,O
you,O
can,O
probably,O
order,O
more,O
food,O
than,O
you,O
can,O
eat,O
for,O
less,O
than,O
$,O
18,O
by,O
just,O
going,O
off,O
the,O
menu,O
.,O
,
In,O
any,O
event,O
",",O
this,O
is,O
a,O
place,T-POS
I,O
'll,O
be,O
sure,O
to,O
stop,O
by,O
again,O
when,O
I,O
'm,O
in,O
this,O
part,O
of,O
town,O
.,O
,
Big,T-POS
Wong,T-POS
gets,O
big,O
Ups,O
for,O
a,O
fine,O
establishment,O
.,O
,
They,O
have,O
it,O
all,O
-,O
great,O
price,O
",",O
food,T-POS
",",O
and,O
service,T-POS
.,O
,
The,O
atmosphere,T-NEG
is,O
noisy,O
and,O
the,O
waiters,T-POS
are,O
literally,O
walking,O
around,O
doing,O
things,O
as,O
fast,O
as,O
they,O
can,O
.,O
,
The,O
food,O
is,O
prepared,O
quickly,O
and,O
efficiently,O
.,O
,
And,O
it,O
all,O
comes,O
at,O
a,O
very,O
reasonable,O
price,O
congee,T-POS
",",O
noodles,T-POS
",",O
and,O
rice,T-POS
dishes,T-POS
are,O
no,O
more,O
than,O
$,O
3-6,O
each,O
.,O
,
The,O
takeout,T-POS
is,O
great,O
too,O
since,O
they,O
give,O
high,O
quality,O
tupperware,O
as,O
well,O
.,O
,
This,O
place,T-POS
is,O
always,O
very,O
crowded,O
and,O
popular,O
.,O
,
Enjoyed,O
a,O
very,O
nice,O
Caesar,T-POS
Salad,T-POS
while,O
my,O
wife,O
had,O
arugula,T-POS
and,T-POS
goat,T-POS
cheese,T-POS
very,O
tasty,O
.,O
,
We,O
both,O
opted,O
for,O
a,O
pasta,T-POS
dish,T-POS
and,O
they,O
were,O
served,O
timely,O
and,O
fresh,O
.,O
,
We,O
concluded,O
with,O
tiramisu,T-POS
chocolate,T-POS
cake,T-POS
",",O
both,O
were,O
delicious,O
.,O
,
We,O
'd,O
go,O
back,O
again,O
,
I,O
recently,O
went,O
to,O
this,O
restaurant,T-POS
with,O
some,O
co-workers,O
for,O
lunch,O
and,O
had,O
an,O
amazing,O
time,O
.,O
,
The,O
staff,T-POS
was,O
accomodating,O
",",O
the,O
food,T-POS
was,O
absolutely,O
delicious,O
and,O
the,O
place,T-POS
is,O
lovely,O
.,O
,
We,O
even,O
had,O
a,O
visit,O
from,O
the,O
Manager,T-POS
who,O
wanted,O
to,O
make,O
sure,O
we,O
were,O
enjoying,O
ourselves,O
.,O
,
Yes,O
",",O
the,O
prices,O
are,O
high,O
",",O
but,O
I,O
felt,O
it,O
was,O
worth,O
it,O
.,O
,
We,O
all,O
felt,O
it,O
was,O
worth,O
it,O
.,O
,
sometimes,O
i,O
get,O
good,O
food,T-POS
and,O
ok,O
service,T-NEU
.,O
,
sometimes,O
i,O
get,O
bad,O
food,T-NEG
and,O
bad,O
service,T-NEG
",",O
sometimes,O
i,O
get,O
good,T-POS
good,T-POS
and,O
bad,O
service,T-NEG
.,O
,
it,O
is,O
not,O
consistent,O
.,O
,
really,O
depends,O
on,O
your,O
luck,O
!,O
,
The,O
place,O
is,O
a,O
BISTRO,O
which,O
means,O
",",O
simple,O
dishes,T-POS
and,O
wine,T-POS
served,O
efficiently,O
in,O
a,O
bustling,O
atmosphere,T-POS
.,O
,
And,O
where,O
does,O
Patis,T-POS
go,O
wrong,O
;,O
no,O
where,O
.,O
,
You,O
are,O
not,O
eating,O
haut,O
cuisine,O
with,O
subtle,O
hints,O
of,O
whatever,O
but,O
",",O
Cassuolet,O
",",O
Steake,O
Fritte,O
",",O
Tripe,O
Stew,O
",",O
etc,O
;,O
simple,O
stuff,O
.,O
,
And,O
evaluated,O
on,O
those,O
terms,O
Pastis,T-POS
is,O
simply,O
wonderful,O
.,O
,
Mine,O
was,O
a,O
little,O
burnt,O
but,O
still,O
delicious,O
with,O
goat,O
cheese,O
and,O
panchetta,O
raddichio,T-NEG
was,O
kind,O
of,O
bitter,O
though,O
.,O
,
My,O
friend,O
got,O
the,O
mushroom,T-POS
pizza,T-POS
which,O
tasted,O
better,O
.,O
,
The,O
sangria,T-POS
was,O
pretty,O
tasty,O
and,O
good,O
on,O
a,O
hot,O
muggy,O
day,O
.,O
,
Kind,O
of,O
a,O
small,O
place,T-NEU
but,O
I,O
guess,O
if,O
they,O
are,O
not,O
too,O
busy,O
might,O
be,O
able,O
to,O
fit,O
a,O
group,O
or,O
kids,O
.,O
,
Overall,O
I,O
would,O
recommend,O
it,O
and,O
go,O
back,O
again,O
.,O
,
Coming,O
from,O
Boston,O
this,O
place,O
is,O
like,O
Emma,O
's,O
Pizza,O
in,O
Kendall,O
Square,O
in,O
Cambridge,O
although,O
they,O
have,O
more,O
funky,O
toppings,O
!,O
,
For,O
dinner,O
I,O
had,O
the,O
chicken,O
tikka-masala,O
and,O
some,O
garlic,O
naan,O
.,O
,
MMmmm,O
it,O
was,O
delicious,O
.,O
,
Service,T-NEG
was,O
slow,O
",",O
but,O
the,O
people,T-POS
were,O
friendly,O
.,O
,
It,O
's,O
a,O
nice,O
place,T-POS
to,O
relax,O
and,O
have,O
conversation,O
.,O
,
I,O
ca,O
n't,O
wait,O
to,O
go,O
back,O
.,O
,
We,O
have,O
lived,O
in,O
Chelsea,O
for,O
two,O
years,O
and,O
